hhkey	income	kwhpc	wgt
4514	9.74734384188	70.1479419437	20.5880906052
4515	7.68623967658	33.001653509	49.3720865691
4516	9.08515626431	58.1816016422	148.917799137
4517	40.5733416891	57.2208548723	106.277002044
4518	13.7573089085	57.2208548723	101.015454595
4519	36.6919402982	40.5555799945	85.7240295218
4520	64.2773534146	92.7773847983	55.6635323241
4521	21.6684657031	42.3956917762	101.800667998
4522	19.934994328	68.8193712377	49.0903313083
4523	10.8342328515	87.2724024633	102.20662665
4524	11.4120636447	38.1472398558	155.995074802
4525	20.9461877138	42.6016558923	164.626633915
4526	5.79732635707	23.3826440403	78.2587195845
4527	55.8526497652	46.3886923992	104.75619266
4528	18.7215601646	29.5434444893	75.1394094788
4529	53.6511375482	38.0069606903	54.7929098242
4530	19.8974279749	45.8795873737	70.2087780416
4531	15.2745400794	35.0739660604	54.4272410675
4532	14.0348084186	51.20358493	81.381500398
4533	4.33369419083	37.5563699837	57.5809499982
4534	1.51679322935	17.5369879416	127.910883144
4535	12.8946480728	33.9165475273	134.268900273
4536	5.84181995828	48.8210394198	55.5150225615
4537	13.6476659881	60.8333699918	52.9586978044
4538	6.44853703997	11.9572738727	145.651908708
4539	32.0063542959	33.9005855047	85.2148287282
4540	8.32069200622	17.5369879416	127.910883144
4541	53.102481854	52.8473687458	50.7143828338
4542	7.08876767754	29.5434444893	78.1899105178
4543	11.4475925718	35.8151441596	161.033195432
4544	3.5969662309	17.5369879416	122.105210905
4545	13.9643176828	49.6596300589	80.9626179264
4546	25.3376597329	45.8795873737	96.8784849948
4547	8.70205717903	37.1109558839	133.614375004
4548	25.3954428122	63.5294783843	108.826853474
4549	14.0810390829	35.9944492423	26.346485867
4550	5.200433029	36.4061908417	119.379791891
4551	7.47388843544	60.8333699918	47.1786334522
4552	5.200433029	21.0311188791	98.4058133723
4553	18.2650717376	38.1472398558	148.339766443
4554	7.80064954349	22.1575858227	108.525838068
4555	8.65872196998	46.3886923992	96.0328767084
4556	29.4691183972	53.013747046	89.5874182921
4557	6.50054076113	46.3886923992	105.750356376
4558	14.0238336244	45.7766838979	120.528322189
4559	7.22282295124	50.6711900858	85.971248956
4560	18.4615363077	114.441709745	46.5379339312
4561	6.03250201957	21.1389435692	144.111439592
4562	3.23582513585	18.6163153491	90.2446950099
4563	11.9378770638	35.2315824381	84.0248782716
4564	15.6012948861	61.8515898655	91.4480373754
4565	2.84290334718	45.7766838979	148.890056308
4566	3.46695535266	26.4236892843	124.618049063
4567	8.01386721577	44.96502733	22.9714508094
4568	10.400866058	35.0739660604	57.0828120859
4569	3.39024836739	19.9046519355	110.2290537
4570	4.33369419083	38.4026911532	116.270768324
4571	11.537449356	172.365384748	87.1660743871
4572	17.8695485551	68.8193712377	57.6902544621
4573	4.61922262937	17.3809628548	226.635853221
4574	17.3347767633	211.672626529	28.0236483561
4575	76.7063866526	241.278396577	125.130435144
4576	87.2138541952	538.559033555	57.9493131202
4577	23.5085553662	65.4567280749	106.923992223
4578	21.3217777294	70.1479419437	28.2073903703
4579	23.8330101921	97.6372263847	84.569642404
4580	139.218152979	314.550268409	53.5385800202
4581	47.8838569221	314.550268409	51.4724813315
4582	34.6695535266	125.820127009	169.816712182
4583	32.5027090568	129.274014004	120.944578796
4584	84.2868818237	718.704062521	24.7407697257
4585	41.8923754277	80.9586612813	93.8068172045
4586	89.5630062757	153.697971281	106.418045218
4587	49.8374858201	38.4026911532	122.337200325
4588	14.4077938897	33.001653509	59.6783078912
4589	37.1459502071	153.873995554	246.181875208
4590	58.5048742018	67.0109673999	147.565022248
4591	29.1423635905	68.8193712377	18.4324956043
4592	28.0956307753	45.8795873737	27.1320760243
4593	49.0002087908	153.610744967	9.10096778393
4594	23.4019475803	114.441709745	20.2414764914
4595	11.1437850621	34.6965747336	66.0371584463
4596	31.7804205654	76.2944797116	29.5602357602
4597	25.206497814	116.363242575	28.2327927551
4598	37.8097414699	60.8333699918	17.9747046709
4599	30.9847532344	76.2944797116	28.4984731584
4600	15.3834583483	45.8795873737	29.3067941688
4601	8.32069200622	59.7863497179	14.2491966204
4602	27.948862594	114.441709745	26.6931228144
4603	44.4925929924	97.6372263847	43.0923316195
4604	10.8342328515	15.9827486166	57.8568941066
4605	11.4808215182	242.875974021	12.0866145365
4606	5.30704081491	146.455829754	26.3131031374
4607	27.2259964819	80.7983829294	23.2730370556
4608	45.8270859626	114.441709745	26.983258008
4609	15.1679322935	34.4096905302	57.6947869326
4610	2.21503799452	21.1389435692	81.8742495797
4611	6.49823027814	61.8515898655	106.04334577
4612	33.8028178391	51.0641210555	131.080073259
4613	17.4795180209	10.8796654523	54.6091792269
4614	12.0580746906	80.9586612813	99.2939720803
4615	10.6485015252	41.8445255934	233.266389418
4616	6.24051900466	45.7766838979	161.894136484
4617	4.68038951605	29.8794622537	172.89159951
4618	14.445643802	45.8795873737	118.299191565
4619	12.1343416339	52.8473687458	63.4490607287
4620	9.21646731434	57.2208548723	128.776390917
4621	3.25027090568	17.5369879416	117.756893462
4622	6.28038953943	21.7593309045	26.3948360241
4623	10.0541707328	30.7221489935	148.676904611
4624	5.47042241916	22.1575858227	131.979603102
4625	7.62730135577	30.7221489935	150.817783354
4626	10.2691202171	60.8333699918	58.0122539506
4627	9.53412616961	30.4166899073	114.488833841
4628	6.50054076113	27.6215875066	117.581074709
4629	18.3748616888	76.2478411374	87.1520203036
4630	11.6569433357	51.1219870708	153.918358488
4631	30.3358540847	46.3886923992	140.11224796
4632	35.2473843198	61.8515898655	103.826179955
4633	126.543893477	200.898310426	32.778803544
4634	8.36056254099	140.2388921	60.811459757
4635	37.8808203287	50.2245776064	137.068300165
4636	19.0682481383	65.3377447031	165.530844647
4637	20.1664102046	146.455829754	66.1847662815
4638	88.8407282865	101.272992032	133.66654979
4639	34.1921552285	48.5751948042	171.842509559
4640	19.9843966554	186.7533063	61.5630963447
4641	3.12719357687	15.202780347	101.43457682
4642	11.6589387529	30.4166899073	71.0407432493
4643	2.29685849876	11.2412519211	82.2422359472
4644	2.89317420609	14.6145626264	61.4690561452
4645	8.61399732048	14.7702242702	92.4616895729
4646	14.6634908421	71.1840883966	15.4064265219
4647	13.7932789279	25.0375865377	48.5407607023
4648	6.52047602852	65.6704718352	32.7821829174
4649	18.0171884187	26.2391486581	54.1241478035
4650	4.91151973287	51.7359797743	53.9165560897
4651	5.48934632512	19.9287865136	57.2126667938
4652	3.24853699321	33.001653509	31.2792522461
4653	8.68905651129	32.293391556	76.2362787472
4654	12.0462807251	12.7861988933	83.6966109588
4655	14.8203621354	28.819485729	63.0336147146
4656	2.94691183972	9.88495149842	85.0772105949
4657	6.48797383407	16.2417852298	65.3683621751
4658	2.67533346739	17.5110852626	51.7042994996
4659	21.1085516553	63.0976590162	88.7407254096
4660	11.3074722803	92.7757345708	14.6587401478
4661	3.20231052976	33.9765942004	59.8439999411
4662	11.2872450519	24.7371960076	55.4934904726
4663	1.09786905498	26.4590218351	118.041400172
4664	1.86348855457	12.6152333534	73.016409448
4665	3.74907897944	17.2779415056	78.9057211802
4666	5.98049829841	14.9465825181	78.2008363975
4667	2.57912600561	26.2672909317	115.758039738
4668	7.64983696675	51.4970798664	14.9496745175
4669	9.7534120104	25.9557711883	34.8079117936
4670	22.0871042177	134.021954445	34.9987778923
4671	1.0467315549	13.0594981876	162.05420005
4672	2.57016973334	13.4184914417	78.8725325363
4673	3.7776806585	30.4166899073	104.493172372
4674	7.15059515231	24.1644982843	51.4765685467
4675	3.78591542995	17.8564641393	88.0134751114
4676	2.78685418033	29.6035206308	85.6240525852
4677	8.44954764295	33.2617018689	76.1981237944
4678	18.4707782397	61.8515898655	72.5130426404
4679	6.50054076113	34.4096905302	96.3914442142
4680	7.18049805339	18.5528994614	96.2915700288
4681	43.0116259023	40.5555799945	57.9868858161
4682	28.0580644222	60.8333699918	35.366695759
4683	2.5828815907	2.07231746288	53.7607624073
4684	8.11267502113	45.8795873737	49.9733410386
4685	4.11700869362	20.355242642	68.2370506396
4686	3.64030354038	34.4096905302	68.0403163046
4687	14.8899916911	37.0949840386	50.4212221877
4688	7.76135767969	29.5434444893	45.0729070431
4689	5.53788327157	22.3220290346	148.831031441
4690	2.09346352988	23.3826440403	49.7672220922
4691	17.0080114544	90.9406029401	35.565450868
4692	16.7673536459	66.9660969267	63.822892499
4693	47.4626138629	123.263944162	18.2165810417
4694	5.48934632512	30.9853209984	53.08723958
4695	10.9708874186	20.9432933753	105.792849714
4696	10.7059590364	21.1389435692	95.5650275723
4697	5.79778950389	27.5277504596	92.9714497897
4698	12.7731271694	27.8208524847	30.8180248553
4699	54.4173357188	76.8053823064	33.9143757718
4700	6.94561120127	43.3939419319	81.700405933
4701	4.77688683842	35.2315824381	79.5692428887
4702	21.755140322	60.8333699918	52.5221649566
4703	10.7709676262	76.8053823064	50.2122033736
4704	13.7522573525	40.5555799945	79.6278795847
4705	11.3564440176	38.4026911532	113.104569412
4706	9.27410546335	104.291729735	21.8775727431
4707	21.5384590257	73.2279148771	111.921514704
4708	17.3347767633	92.7773847983	53.9535921959
4709	21.7750839912	134.021954445	51.9574214205
4710	84.9404124416	174.544765635	52.5221649566
4711	11.9997139905	29.5434444893	66.1367472116
4712	13.2143033954	70.1479419437	20.6024643592
4713	18.3815095785	44.6739782666	133.411155926
4714	13.2143033954	153.610744967	20.6024643592
4715	13.0010773214	101.272992032	85.1812062458
4716	11.1722670162	68.8193712377	42.3415284584
4717	26.002165145	50.2245776064	87.2766004489
4718	10.6140858307	121.437987011	36.2253534503
4719	10.8342328515	38.4026911532	92.3021055121
4720	47.0738856009	46.3886923992	83.580604832
4721	20.9438772308	51.20358493	88.8591518985
4722	6.93391070533	41.8445255934	244.347080932
4723	13.0010773214	65.2256765707	65.1073969111
4724	7.75731223401	28.2637912432	198.931955244
4725	17.3347767633	66.0032971951	31.5513260586
4726	23.6463651747	51.20358493	90.608320159
4727	12.494325387	29.5434444893	100.589299621
4728	11.8067151449	38.4026911532	133.405333357
4729	17.2195046662	32.794412431	65.2373886207
4730	9.92346565941	17.7260666936	173.904155694
4731	12.0036418116	42.9781729915	195.779091156
4732	8.26088725428	35.0739660604	75.1808638874
4733	10.9919863292	97.6372263847	110.168670233
4734	4.87367192094	52.8473687458	74.8116445053
4735	6.41386719238	45.7766838979	185.741096184
4736	4.33369419083	24.4105197099	151.613191962
4737	8.66738838166	61.8515898655	111.317828455
4738	5.18772012141	61.8515898655	129.680601649
4739	0.0	61.8515898655	111.217200761
4740	5.200433029	45.7766838979	187.788242981
4741	6.28038953943	105.694717846	30.9726654407
4742	44.4925929924	35.2315824381	101.333355452
4743	8.6803890494	30.4166899073	134.98987133
4744	10.2491859999	38.4026911532	143.830814594
4745	21.8816917771	191.345457401	65.8778255552
4746	17.0013740669	97.6372263847	106.964476203
4747	27.948862594	114.441709745	64.2364204904
4748	3.46695535266	22.1575858227	136.024233607
4749	26.8689008325	30.4166899073	148.194202216
4750	9.42520685047	67.5153083756	198.312022886
4751	15.372483554	49.4247673149	25.7973034322
4752	18.2725913096	51.20358493	98.0584914167
4753	37.9731241244	46.3886923992	132.023786126
4754	8.66738838166	53.6087719553	186.785048575
4755	8.88060605393	105.694717846	32.2423965108
4756	17.3347767633	26.4236892843	130.228379817
4757	11.3742137323	44.3151716454	66.7159786697
4758	28.0245519166	56.5275824864	93.3920447817
4759	12.1343416339	19.2063404618	250.623353757
4760	17.3347767633	67.0109673999	131.030638505
4761	20.1482098999	185.554730306	33.4432385966
4762	6.79523236519	42.9781729915	197.668001075
4763	10.8706334609	56.5275824864	102.618111034
4764	20.3683674229	57.2208548723	137.112825693
4765	112.676059464	242.875974021	41.1865476668
4766	6.71722520812	42.3956917762	150.461693295
4767	13.8678235111	76.8053823064	76.0035586518
4768	12.7832407836	44.6739782666	217.570569794
4769	7.97399773121	21.1389435692	189.456351946
4770	8.0895617894	71.6302883191	103.697147257
4771	3.98122055768	23.3826440403	104.781503711
4772	11.5565213429	76.2944797116	115.616243056
4773	16.1490788981	52.5813874249	209.465781934
4774	15.4857287275	51.20358493	120.427625994
4775	8.01386721577	44.3151716454	60.6295900984
4776	22.5352118928	81.018364157	192.508862343
4777	5.96489623686	61.8515898655	111.441449589
4778	6.67388894886	38.4026911532	152.405860536
4779	16.6812566476	70.1479419437	32.6766117477
4780	12.8277385856	121.666759629	37.3090819794
4781	16.4680410758	76.8053823064	68.880901198
4782	8.40216593801	20.6171966218	359.939805375
4783	15.2745400794	107.445432479	68.9074909302
4784	8.66738838166	58.5823319017	191.631138592
4785	5.15555504744	7.79421533495	343.993957784
4786	9.14409458512	46.3886923992	127.211489843
4787	12.2886188849	51.20358493	107.242292667
4788	26.0874534742	51.1219870708	181.087493452
4789	37.700823201	61.8515898655	101.755948384
4790	5.23596930771	38.1472398558	207.307207147
4791	16.9014036685	38.4026911532	173.156583488
4792	2.62188464413	146.07470577	153.517400395
4793	14.4073632997	51.2740142849	148.784565056
4794	21.6817614825	51.0971059612	114.781560649
4795	7.54712759578	28.4201895958	177.315496183
4796	11.5588318259	65.2256765707	60.2938105298
4797	3.82838525809	39.849017383	85.8831112432
4798	23.6325022768	74.2980972735	192.331445237
4799	1.84182042493	24.1183213809	307.650394764
4800	1.82015124508	37.3761022682	76.1816835993
4801	27.73563652	38.4026911532	163.522058305
4802	17.5479923352	60.8333699918	72.9572475792
4803	10.5170035361	51.3100638989	117.23879898
4804	15.947993362	53.6087719553	189.358167448
4805	13.3911183579	67.0109673999	159.362346434
4806	11.7399736929	38.0069606903	78.5776707867
4807	59.8760513407	76.2944797116	117.452635685
4808	6.79465474445	43.2175836841	114.621154578
4809	52.2743102281	101.272992032	152.828624721
4810	12.6743225147	38.4026911532	151.447990834
4811	8.01386721577	52.8473687458	72.3191396723
4812	7.62730135577	22.1575858227	154.340209328
4813	24.6286775231	76.2944797116	117.746161668
4814	6.45258143544	45.8795873737	113.399111491
4815	7.40281587801	28.2637912432	247.293415068
4816	13.505959865	26.4236892843	164.207523107
4817	5.200433029	27.1763698624	197.935154246
4818	15.0379151139	46.3886923992	152.703039897
4819	12.100976159	64.6370168248	300.556793072
4820	14.9477747704	92.7773847983	70.6904871755
4821	8.88407282865	26.4236892843	169.753006425
4822	6.93391070533	50.2245776064	172.593849309
4823	5.41642433108	22.7361477475	205.143951472
4824	6.50054076113	30.4166899073	197.261106246
4825	7.87172210092	40.5555799945	125.222112065
4826	6.54792246608	23.3826440403	119.29211085
4827	5.27150558642	38.1472398558	249.317043252
4828	4.7670630848	35.7998795546	167.536320116
4829	7.01105038106	20.2777899973	242.537860292
4830	25.4598737812	25.6017875536	251.306877703
4831	11.0387841121	44.3151716454	64.2364204904
4832	6.97378018988	88.6303334679	32.4192998604
4833	9.9674961138	42.3956917762	142.795881478
4834	38.1365067789	92.7773847983	67.3371097918
4835	8.23401843747	46.3886923992	134.345392847
4836	11.7365079684	30.9257949328	196.614801075
4837	12.494325387	40.5555799945	100.962081045
4838	8.75995578249	38.7081502394	178.486745917
4839	20.4038963501	20.2777899973	203.395810724
4840	3.64694827944	14.771727156	208.557004481
4841	20.1360798641	50.2245776064	137.712207807
4842	15.1390407538	40.5555799945	103.019240378
4843	12.8554643816	51.1219870708	184.543131133
4844	24.8086641485	42.3956917762	151.210293013
4845	19.4149466142	44.96502733	35.3676547704
4846	11.3434422997	34.4096905302	141.61732499
4847	3.28543540667	7.06068034336	273.919681089
4848	17.7248072976	22.2083303202	104.81488644
4849	4.55037863782	26.4236892843	157.511796971
4850	16.2660838575	24.7123836575	71.1222021328
4851	14.1567284055	76.2944797116	113.641193364
4852	9.9674961138	11.2412519211	172.815106935
4853	3.91014800025	35.2315824381	108.272373643
4854	9.53412616961	42.3956917762	148.670282866
4855	16.2478835528	60.8333699918	64.1759456893
4856	22.8818998664	45.7766838979	178.802648834
4857	5.54712835422	57.3389443708	193.115208706
4858	32.6471562529	66.1265436547	127.670673627
4859	13.0010773214	56.3148602955	232.497581959
4860	10.4875396267	22.1575858227	151.123981989
4861	12.3475572057	44.3151716454	65.4926569004
4862	25.1492923555	82.0922006287	164.850631574
4863	13.8418200752	30.4166899073	155.80418587
4864	9.75081166681	27.7014467333	142.496190421
4865	30.5123329769	45.7766838979	187.268321811
4866	6.95384492249	44.3151716454	68.7136336294
4867	17.4200650925	42.9781729915	182.453057159
4868	10.8489674317	76.8053823064	68.6193536771
4869	4.87696540943	24.3333519258	193.285889898
4870	10.9209074705	35.0739660604	83.5092954856
4871	11.05092465	57.2208548723	130.883818429
4872	13.8123509148	71.6302883191	94.4661946139
4873	11.6056296088	52.8473687458	58.5022630997
4874	6.41386719238	69.8179258997	170.565540236
4875	10.5164259153	45.8795873737	92.6064888748
4876	12.7133276685	84.4722904432	129.441762147
4877	3.39963838033	14.771727156	195.911868566
4878	5.74936703138	23.3826440403	112.430738331
4879	19.4282423936	61.8515898655	94.1455194745
4880	6.66002079978	29.5434444893	92.141505356
4881	17.5514580596	22.1575858227	177.267888118
4882	3.90032424664	57.2208548723	154.238371453
4883	10.6808167805	78.872076226	146.196832676
4884	1.63442201916	9.4290427371	290.042489113
4885	5.86522095016	44.3151716454	75.1168727113
4886	8.6301192407	44.3151716454	74.3390916466
4887	3.12026002744	17.7260666936	217.874028396
4888	23.1130321837	76.2944797116	114.203413787
4889	7.02058427408	38.4026911532	159.294873134
4890	7.0923499764	17.365600022	204.427775472
4891	14.0992393876	92.7773847983	55.4987422016
4892	45.4766277008	35.2315824381	95.7674132244
4893	11.4808215182	68.8193712377	52.9698862705
4894	11.0942567084	21.7593309045	29.1074682197
4895	8.26955471618	30.9257949328	171.378530718
4896	45.6823342028	76.8053823064	48.0880159954
4897	5.47778865904	29.9336741937	162.618418413
4898	9.62669462066	25.9305462813	140.666647873
4899	15.2944732463	88.6303334679	26.8411302378
4900	11.1809313274	35.0739660604	54.3695862166
4901	14.8056275551	35.2315824381	97.139438842
4902	24.4247038832	73.2279148771	127.111136152
4903	0.0	22.7361477475	169.229089374
4904	10.1941481945	32.4131902188	124.508790266
4905	35.2322401539	58.5823319017	170.872994718
4906	10.0741049499	61.9434918243	55.1288263945
4907	21.3564454765	48.5415812404	103.830963595
4908	13.2325037001	35.0739660604	59.2748951865
4909	10.8812826871	73.870874968	211.691373349
4910	30.7981187192	116.363242575	85.9037185712
4911	6.06717081694	22.1575858227	132.873767048
4912	14.0810390829	121.666759629	28.5901614966
4913	6.45651135697	9.88495149842	156.978860645
4914	6.50054076113	34.4096905302	122.939664975
4915	3.12026002744	76.2944797116	103.235828532
4916	13.3867809511	95.6727287005	137.754221639
4917	5.200433029	76.8053823064	63.1465383048
4918	11.5565213429	61.8515898655	98.2787329473
4919	13.0632923272	45.0102023095	320.719436544
4920	20.4749752088	121.437987011	61.0065158221
4921	6.50054076113	22.1575858227	155.388956775
4922	16.2946918379	24.3333519258	191.94692734
4923	30.9847532344	127.56367101	115.179778709
4924	5.66327108337	59.7863497179	35.4111984539
4925	8.58071376269	22.1575858227	154.306415593
4926	23.1130321837	61.8515898655	117.51519976
4927	7.22282295124	51.20358493	123.309797702
4928	19.8260760591	25.6017875536	225.435604809
4929	11.2875391133	51.2501743903	71.7194835551
4930	15.2199286631	26.4236892843	159.998376483
4931	6.26045427205	35.0739660604	55.6750290439
4932	4.08031717341	35.8151441596	207.709535256
4933	9.76532990179	28.6104274362	268.209224979
4934	18.4182042493	42.9781729915	155.442615745
4935	10.3467797515	11.9572738727	154.631794455
4936	20.1716087913	20.0398330766	114.487235489
4937	3.38028073369	57.2208548723	125.627408542
4938	17.7779694109	63.1293473145	91.3296337201
4939	9.40628294451	38.4026911532	122.92265394
4940	9.30184071129	39.3587229872	49.8635913193
4941	9.83632894384	101.354619359	102.109835001
4942	12.6543893477	45.7766838979	174.389255619
4943	15.5146202671	76.8053823064	80.0060611566
4944	18.6348855457	42.3956917762	138.975248631
4945	9.41856211142	56.5275824864	105.066661178
4946	3.75586864879	61.8515898655	103.825814618
4947	97.9414792608	146.455829754	68.3827290353
4948	5.34488967706	42.6016558923	219.318938879
4949	7.1939324618	33.001653509	71.5313803226
4950	11.3833191357	53.7227162393	148.243865305
4951	35.2242689876	61.8515898655	90.5645595563
4952	12.1603450698	38.4026911532	126.051086071
4953	25.1487147347	80.9586612813	89.8874861036
4954	9.16266666753	26.5078214216	213.780876482
4955	20.489709789	76.0139213806	30.4774844801
4956	13.2143033954	44.3151716454	55.8468633334
4957	11.0942567084	33.9165475273	165.269399877
4958	12.712172427	56.5275824864	99.313494812
4959	3.50959846703	24.3333519258	167.934538176
4960	13.2143033954	137.638703184	26.6932483993
4961	5.1917655671	22.1575858227	108.836420754
4962	2.88624065666	24.7123836575	56.3919128858
4963	3.38028073369	19.0034803451	124.386402146
4964	6.74322759381	105.694717846	25.533461134
4965	4.39147621992	17.6157863077	165.973245731
4966	56.1068974146	61.8515898655	82.8407275506
4967	6.54878994743	28.7359134903	166.489171021
4968	8.23401843747	30.4166899073	116.422040953
4969	8.26348759787	99.0498997596	57.3051771418
4970	12.9677118465	46.3886923992	115.871865256
4971	69.3391070533	57.2208548723	149.930355322
4972	22.8472321193	48.5751948042	176.892503662
4973	10.1807137861	84.7913835524	64.1474379343
4974	29.1224304235	27.5277504596	166.539176615
4975	2.88912981063	38.4789159501	102.880480564
4976	10.5742089946	76.2944797116	98.5465140422
4977	22.3173648527	61.8515898655	104.225482611
4978	6.06717081694	41.8445255934	232.835861808
4979	40.9499399154	137.638703184	29.045874572
4980	6.06717081694	22.1575858227	138.198677748
4981	16.4680410758	68.8193712377	72.1867047671
4982	20.6457199023	68.8193712377	67.9709934818
4983	6.06717081694	24.7123836575	82.2298943841
4984	7.58049727157	44.3151716454	61.1082281126
4985	6.06717081694	46.3886923992	163.957152636
4986	6.61625079984	17.5369879416	152.085390899
4987	7.80064954349	35.0739660604	76.1067551266
4988	9.3607790321	24.3333519258	183.851387089
4989	5.33542719897	30.359501664	312.012869041
4990	39.0032424664	72.2533572742	78.6765631271
4991	21.6684657031	38.0069606903	81.1825626202
4992	13.8688632284	21.1389435692	190.89486902
4993	3.03358540847	17.5369879416	162.259245817
4994	7.95146212024	146.518007971	79.6511698611
4995	11.8223214073	34.4096905302	157.65439283
4996	2.6002165145	8.25041190382	335.69371427
4997	3.64481003245	14.0295864242	183.874791534
4998	17.3347767633	40.5555799945	116.652888693
4999	13.2325037001	60.8333699918	80.1184139067
5000	11.4970054014	97.6372263847	110.239420156
5001	7.80064954349	70.1194362271	144.492532448
5002	13.7044408566	30.4166899073	150.577916341
5003	11.1368956219	30.7221489935	193.107559448
5004	20.3243317174	25.9305462813	180.453518427
5005	7.80064954349	42.3956917762	151.755445317
5006	21.0149455874	52.8473687458	69.276561894
5007	4.36489621348	14.0295864242	188.218199751
5008	27.4088817133	76.8053823064	67.9284430601
5009	8.66738838166	22.1575858227	168.410047986
5010	2.6002165145	22.1575858227	146.816765034
5011	6.50054076113	16.5008218431	121.356725355
5012	5.47778865904	21.1389435692	150.838447766
5013	1.87215601646	4.3518661809	157.999408591
5014	26.5560089237	14.9465825181	123.443260119
5015	3.08689035165	26.4236892843	132.024356966
5016	6.06717081694	52.8473687458	66.7372481721
5017	10.2540978767	40.5555799945	86.3883389897
5018	91.3005420003	113.680738738	28.81399932
5019	9.01408370688	34.3697609169	120.46941149
5020	47.0738856009	73.2279148771	123.388916141
5021	6.95341223204	30.4166899073	140.882882106
5022	13.045281062	25.6017875536	229.555700376
5023	10.5520283578	24.3333519258	175.275656139
5024	12.3819834024	43.4696952352	242.753752021
5025	12.7809303006	44.3151716454	67.5190593679
5026	14.6478845796	30.4166899073	136.747830528
5027	2.6002165145	30.4166899073	148.657267712
5028	2.83683622887	11.2412519211	151.054796167
5029	7.3672795993	26.4236892843	161.235843671
5030	31.0184127708	30.4166899073	138.752278485
5031	7.83618477199	22.9397936868	179.895236801
5032	12.4810401098	37.1109558839	151.389765143
5033	4.73817154515	19.9287865136	94.0315455384
5034	7.80064954349	66.0032971951	28.4218435822
5035	8.66738838166	33.001653509	57.5296200556
5036	12.1343416339	44.3151716454	59.9736148962
5037	9.53412616961	46.3886923992	124.820012293
5038	6.71375843341	76.8053823064	56.4865125085
5039	15.1679322935	57.2208548723	133.006430289
5040	44.6370506907	87.2724024633	126.247569236
5041	6.71606996662	25.3379770678	105.775576092
5042	44.6370506907	73.2279148771	165.776990902
5043	15.3823031068	29.5434444893	106.218559433
5044	27.6267182511	38.1472398558	217.500584797
5045	9.22210069197	42.9781729915	189.540037106
5046	12.3475572057	44.96502733	33.676483865
5047	4.98259229029	85.2033216074	116.53244143
5048	18.2015124508	127.805016791	72.4518371639
5049	16.9547128125	46.3886923992	158.816052451
5050	16.5106799893	17.7260666936	189.582735947
5051	3.03358540847	46.3886923992	166.321115693
5052	8.53390967849	70.1479419437	37.7881538321
5053	7.28060603055	24.3333519258	212.467145056
5054	13.4855856058	39.089853768	188.758556998
5055	13.6476659881	52.8473687458	76.6065713088
5056	8.01386721577	52.8473687458	67.0151788042
5057	13.1432245367	24.4878839496	121.00497368
5058	11.2676059464	26.4236892843	164.237092625
5059	8.79393248518	68.8193712377	81.5314144273
5060	21.6684657031	63.9024887499	168.599909406
5061	6.62795129578	32.4835704597	57.7488340741
5062	15.6012948861	70.1479419437	29.395194468
5063	4.68038951605	26.4236892843	145.1035597
5064	6.76056251761	15.9237235129	157.434162716
5065	19.2996745171	26.2666229825	60.80805755
5066	6.06717081694	46.3886923992	122.82800865
5067	6.50054076113	42.3956917762	120.885896433
5068	4.55037863782	34.4096905302	126.535158483
5069	7.1471283776	21.2564142324	127.653662591
5070	4.83640172976	37.1109558839	155.109815962
5071	4.731650732	34.6965747336	222.71395334
5072	16.6812566476	69.1117758451	30.3479951099
5073	3.52473843198	11.6913220201	204.84745712
5074	15.9612891414	29.5434444893	98.1769407392
5075	5.200433029	22.1575858227	147.489671354
5076	34.7726955881	52.8473687458	64.6197738737
5077	24.9170047967	45.8795873737	101.804047372
5078	11.700968539	46.3886923992	132.121742289
5079	8.23401843747	52.8473687458	67.8044109214
5080	23.5752968182	30.4166899073	160.123961307
5081	13.2177691199	17.5369879416	108.893561849
5082	6.28385631415	17.5369879416	117.226354666
5083	8.3406272736	44.3151716454	55.3435878601
5084	26.002165145	35.2315824381	97.3748418859
5085	7.62730135577	58.8084032548	54.0493220821
5086	25.5367288474	68.8193712377	60.5439526654
5087	9.66298180634	43.2175836841	83.0084403744
5088	12.4376975492	57.2208548723	128.358764294
5089	5.77825857103	29.5434444893	84.2114630695
5090	13.7877967818	33.4830484633	162.091761329
5091	6.78829881576	17.7260666936	146.457021597
5092	7.39617113896	51.20358493	85.555848609
5093	19.6460789315	23.3826440403	101.808283005
5094	11.3209045882	50.2245776064	118.904053744
5095	17.761207907	44.96502733	29.6570502426
5096	9.12964881529	40.5555799945	85.5217580378
5097	6.93391070533	38.0069606903	61.5770476769
5098	14.3306552642	70.1479419437	29.2244105244
5099	9.20736611177	60.8333699918	55.2571855013
5100	19.5276246691	38.4026911532	121.058404314
5101	33.6517542599	62.6704465335	225.314130034
5102	17.0548197395	52.8473687458	61.0093700226
5103	11.9176603376	22.1575858227	125.624896846
5104	12.6903593671	34.4096905302	148.284166617
5105	2.6002165145	56.5275824864	112.438741509
5106	11.2098228671	32.5473596132	92.8794189475
5107	18.4147280227	76.8053823064	61.8878358656
5108	3.14019424461	60.8333699918	59.6861169839
5109	1.51679322935	31.2152919964	124.417113344
5110	20.108343566	17.7260666936	166.508465417
5111	13.0010773214	30.4166899073	148.001372427
5112	13.0010773214	57.2208548723	154.726782249
5113	7.51173624737	66.9660969267	95.8470225859
5114	5.19089913597	30.9257949328	211.833055864
5115	3.14019424461	33.001653509	58.1364002573
